
                  BEAST v1.8.1, 2002-2014
       Bayesian Evolutionary Analysis Sampling Trees
                 Designed and developed by
   Alexei J. Drummond, Andrew Rambaut and Marc A. Suchard
                              
               Department of Computer Science
                   University of Auckland
                  alexei@cs.auckland.ac.nz
                              
             Institute of Evolutionary Biology
                  University of Edinburgh
                     a.rambaut@ed.ac.uk
                              
              David Geffen School of Medicine
           University of California, Los Angeles
                     msuchard@ucla.edu
                              
                Downloads, Help & Resources:
                 	http://beast.bio.ed.ac.uk
                              
Source code distributed under the GNU Lesser General Public License:
            	http://code.google.com/p/beast-mcmc
                              
                     BEAST developers:
	Alex Alekseyenko, Guy Baele, Trevor Bedford, Filip Bielejec, Erik Bloomquist, Matthew Hall,
	Joseph Heled, Sebastian Hoehna, Denise Kuehnert, Philippe Lemey, Wai Lok Sibon Li,
	Gerton Lunter, Sidney Markowitz, Vladimir Minin, Michael Defoin Platel,
          	Oliver Pybus, Chieh-Hsi Wu, Walter Xie
                              
                         Thanks to:
    	Roald Forsberg, Beth Shapiro and Korbinian Strimmer

Using BEAGLE library v2.1.2 for accelerated, parallel likelihood evaluation
2009-2013, BEAGLE Working Group - http://beagle-lib.googlecode.com/
Citation: Ayres et al (2012) Systematic Biology 61: 170-173 | doi:10.1093/sysbio/syr100



Random number seed: 1426810280666



Loading additional development parsers from development_parsers.properties, which is additional set of parsers only available for development version ...

Parsing XML file: beastinfile.xml
  File encoding: UTF8
Looking for plugins in /fh/fast/bloom_j/grp/Heather/TcellEpitopeComparisons/human/HA_H1/plugins
Read alignment: alignment
  Sequences = 112
      Sites = 566
   Datatype = amino acid
Site patterns 'patterns' created from positions 1-566 of alignment 'alignment'
  pattern count = 566
Creating the tree model, 'treeModel'
  initial tree topology = ((((((((((((((((1975___cdsABR28603_A/swine/Illinois/1/1975_HA_H1N1,1998___cdsAAF87284_A/swine/Wisconsin/464/98_HA_H1N1),(1978___cdsACA96530_A/swine/Tennessee/9/1978_HA_H1N1,1980___cdsABU80276_A/swine/Wisconsin/663/1980_HA_H1N1)),((1991___cdsABW71521_A/swine/Iowa/24297/1991_HA_H1N1,1992___cdsAAB29091_A/swine/Nebraska/1/1992_HA_H1N1),1980___cdsABR28746_A/swine/Wisconsin/661/1980_HA_H1N1)),1976___cdsACK99410_A/swine/Wisconsin/30954/1976_HA_H1N1),(1946___cdsABD79112_A/Cameron/1946_HA_H1N1,1949___cdsAGQ47788_A/Roma/JY2/1949_HA_H1N1)),1956___cdsADT78859_A/Netherlands/001B1/1956_HA_H1N1),(((1981___cdsABS49932_A/swine/Ontario/1/1981_HA_H1N1,1991___cdsABR29565_A/swine/Maryland/23239/1991_HA_H1N1),(1988___cdsABR29595_A/swine/Iowa/17672/1988_HA_H1N1,1990___cdsAEM60091_A/swine/Iowa/3421/1990_HA_H1N1)),1951___cdsAGQ47811_A/FLW/1951_HA_H1N1)),1931___cdsACV52101_A/swine/USA/1976/1931_HA_H1N1),1933___cdsAAA92280_A/WS/1933_HA_H1N1),(((1948___cdsABN59401_A/Albany/4835/1948_HA_H1N1,1951___cdsADT78936_A/Netherlands/002P1/1951_HA_H1N1),1940___cdsAGO00277_A/Hickox/JY2/1940_HA_H1N1),1950___cdsABP49316_A/Albany/4836/1950_HA_H1N1)),(1935___cdsAGQ47847_A/Melbourne/JY2/1935_HA_H1N1,1943___cdsABO38373_A/Iowa/1943_HA_H1N1)),((((((1988___cdsABR29585_A/swine/Wisconsin/1915/1988_HA_H1N1,2004_02_19_cdsAHB22747_A/swine/Iowa/00250/2004_HA_H1N1),2002_05_16_cdsAEO91632_A/swine/Minnesota/SG1138/2002_HA_H1N1),1985___cdsABR29615_A/swine/Iowa/1/1985_HA_H1N1),1945___cdsABP49327_A/AA/Huston/1945_HA_H1N1),(((1931___cdsACV52112_A/swine/USA/1976-MA/1931_HA_H1N1,1947___cdsAEM23889_A/USA/L3/1947_HA_H1N1),(1951___cdsABQ44471_A/Albany/14/1951_HA_H1N1,1953___cdsADT78941_A/Netherlands/002W1/1953_HA_H1N1)),((2003_06_20_cdsAHB51220_A/swine/NorthCarolina/SG1172/2003_HA_H1N1,2003_10_29_cdsAHB51887_A/swine/NorthCarolina/SG1168/2003_HA_H1N1),1934___cdsACV49545_A/PuertoRico/8-1/1934_HA_H1N1))),((((1956___cdsADT78950_A/Netherlands/002Z1/1956_HA_H1N1,1961___cdsAAD25302_A/swine/Wisconsin/1/1961_HA_H1N1),1954___cdsABO52280_A/Malaya/302/1954_HA_H1N1),(1942___cdsABD62843_A/Bellamy/1942_HA_H1N1,1943___cdsABO38054_A/AA/Marton/1943_HA_H1N1)),1930___cdsABV25634_A/swine/Iowa/15/1930_HA_H1N1))),(((((2001___cdsAEN94820_A/swine/Minnesota/1192/2001_HA_H1N2,2003_02_12_cdsAHB51990_A/swine/Minnesota/SG1180/2003_HA_H1N2),2004_08_26_cdsAHB22675_A/swine/Oklahoma/SG1460/2004_HA_H1N1),1991___cdsABY84684_A/swine/California/T9001707/1991_HA_H1N1),1987___cdsABX58646_A/swine/Iowa/2/1987_HA_H1N1),1933___cdsABF21278_A/Wilson-Smith/1933_HA_H1N1)),((((((1950___cdsAGQ47752_A/FortWarren/50-JY2/1950_HA_H1N1,1961___cdsACD85154_A/swine/Wisconsin/1/1961_HA_H1N1),(1997___cdsAAF87276_A/Swine/Wisconsin/163/97_HA_H1N1,2002___cdsABV25640_A/swine/NorthCarolina/36883/2002_HA_H1N1)),2002_10_14_cdsADF83500_A/swine/MN/48683/2002_HA_H1N1),((1975___cdsABR28680_A/swine/Tennessee/1/1975_HA_H1N1,1980___cdsABR28757_A/swine/Wisconsin/8/1980_HA_H1N1),1957___cdsAFV53260_A/Kw/1/1957_HA_H1N1)),(((1985___cdsABR29605_A/swine/Iowa/3/1985_HA_H1N1,2004_02_05_cdsAHB22282_A/swine/Kansas/00246/2004_HA_H1N2),1981___cdsABR28669_A/swine/Ontario/7/1981_HA_H1N1),1966___cdsABV82595_A/swine/Wisconsin/2/1966_HA_H1N1)),(((1976___cdsABQ45436_A/swine/Tennessee/15/1976_HA_H1N1,1987___cdsABR29575_A/swine/Kansas/3228/1987_HA_H1N1),1945___cdsABV25635_A/swine/Iowa/1945_HA_H1N1),(1933_04_16_cdsACV49534_A/UnitedKingdom/1/1933_HA_H1N1,1935___cdsABO38384_A/Phila/1935_HA_H1N1)))),(((((((((1986___cdsABY81426_A/swine/Iowa/1/1986_HA_H1N1,1999___cdsAAF75994_A/Swine/Indiana/9K035/99_HA_H1N2),1998___cdsAAF87283_A/swine/Wisconsin/458/98_HA_H1N1),1973___cdsABV25637_A/swine/Iowa/1973_HA_H1N1),1975___cdsABU80188_A/swine/Minnesota/24/1975_HA_H1N1),1947___cdsABD77807_A/FortMonmouth/1/1947_HA_H1N1),1957___cdsABV82573_A/swine/Wisconsin/1/1957_HA_H1N1),((1957___cdsAGO00301_A/Denver/JY2/1957_HA_H1N1,1971___cdsABR28702_A/swine/Wisconsin/1/1971_HA_H1N1),(1981___cdsABW36333_A/swine/Ontario/2/1981_HA_H1N1,2000___cdsAAL87868_A/Swine/Minnesota/55551/2000_HA_H1N2))),(((((1979___cdsABR28636_A/swine/Minnesota/5892-7/1979_HA_H1N1,1999___cdsABV25638_A/swine/Minnesota/37866/1999_HA_H1N1),1978___cdsABU80265_A/swine/Tennessee/10/1978_HA_H1N1),1954___cdsAAA43171_A/Leningrad/1954/1_HA_H1N1),1935___cdsAGQ47740_A/BH/JY2/1935_HA_H1N1),1946___cdsAGQ47776_A/Cameron/JY2/1946_HA_H1N1)),((((((1976___cdsABQ45533_A/swine/Tennessee/19/1976_HA_H1N1,1988___cdsABF71860_A/Swine/Indiana/1726/1988_HA_H1N1),1949___cdsADT78929_A/Netherlands/002K1/1949_HA_H1N1),1936___cdsABO38351_A/Henry/1936_HA_H1N1),1977___cdsABR15830_A/swine/Tennessee/19/1977_HA_H1N1),(1918___cdsAAD17229_A/SouthCarolina/1/1918_HA_H1N1,1943___cdsAGQ47800_A/Weiss/JY2/1943_HA_H1N1)),((1947___cdsAGQ47764_A/FortMonmouth/1-JY2/1947_HA_H1N1,1953___cdsADT78908_A/Netherlands/001R1/1953_HA_H1N1),1918___cdsAAD17218_A/BrevigMission/1/1918_HA_H1N1)))),((((((((((1997___cdsAAF87278_A/Swine/Wisconsin/166/97_HA_H1N1,2001___cdsAAL29709_A/SW/CO/17871/01_HA_H1N2),(2003_01_02_cdsAHB52013_A/swine/Minnesota/SG1183/2003_HA_H1N2,2004_08_27_cdsAHB22711_A/swine/NorthCarolina/SG1463/2004_HA_H1N1)),1997___cdsAAF87275_A/Swine/Wisconsin/136/97_HA_H1N1),1978___cdsABW86574_A/swine/Tennessee/5/1978_HA_H1N1),(1990___cdsACI26604_A/swine/Memphis/1/1990_HA_H1N1,2000___cdsAEN94831_A/swine/NorthCarolina/47834/2000_HA_H1N1)),1970___cdsABR28724_A/swine/Wisconsin/2/1970_HA_H1N1),1968___cdsABV25636_A/swine/Wisconsin/1/1968_HA_H1N1),(1977___cdsABU80410_A/swine/Tennessee/48/1977_HA_H1N1,1992___cdsAAA72339_A/swine/Nebraska/1/1992_HA_H1N1)),1954___cdsABD60966_A/Malaysia/1954_HA_H1N1),((((((2000___cdsAAL87870_A/Swine/Indiana/P12439/00_HA_H1N2,2004___cdsABV25642_A/swine/Kansas/00246/2004_HA_H1N2),2004_11_02_cdsAEO91746_A/swine/Indiana/00427/2004_HA_H1N2),2003_10_15_cdsAHB51508_A/swine/Texas/SG1162/2003_HA_H1N1),1987___cdsABS50111_A/swine/Iowa/1/1987_HA_H1N1),2001___cdsAAL87871_A/Swine/Illinois/100085A/01_HA_H1N2),1977___cdsABU80254_A/swine/Tennessee/88/1977_HA_H1N1)))
  tree height = 1191.4529599645512
Using strict molecular clock model.
Creating site model.
Using BEAGLE TreeLikelihood
  Branch rate model used: strictClockBranchRates
  Using BEAGLE resource 0: CPU
    with instance flags:  PRECISION_DOUBLE COMPUTATION_SYNCH EIGEN_REAL SCALING_MANUAL SCALERS_RAW VECTOR_NONE THREADING_NONE PROCESSOR_CPU FRAMEWORK_CPU
  Ignoring ambiguities in tree likelihood.
  With 566 unique site patterns.
  Using rescaling scheme : delayed
Optimization Schedule: log
Likelihood computation is using an auto sizing thread pool.
Creating the MCMC chain:
  chainLength=30000000
  autoOptimize=true
  autoOptimize delayed for 10000 steps
# BEAST v1.8.1, r6542
# Generated Thu Mar 19 17:11:23 PDT 2015 [seed=1426810280666]
state	Posterior   	Prior       	Likelihood  	rootHeight  	clock.rate  
0	-33338.1626 	-785.5888   	-32552.5738 	1191.45     	7E-5        	-
1000	-20522.3050 	-839.4728   	-19682.8323 	299.266     	9.62776E-4  	-
2000	-17796.8932 	-862.0932   	-16934.8000 	264.128     	7.31565E-4  	-
3000	-15588.0152 	-861.9355   	-14726.0797 	273.140     	5.72013E-4  	-
4000	-13882.8726 	-850.6905   	-13032.1821 	288.413     	5.78884E-4  	-
5000	-13252.4626 	-839.8603   	-12412.6023 	262.623     	5.27584E-4  	-
6000	-12637.4160 	-842.9242   	-11794.4918 	305.610     	4.80851E-4  	-
7000	-12158.7949 	-837.4190   	-11321.3759 	296.548     	4.89218E-4  	-
8000	-11450.5994 	-849.7673   	-10600.8321 	328.573     	4.04088E-4  	-
9000	-11138.3109 	-862.0209   	-10276.2900 	386.193     	3.70611E-4  	-
10000	-10729.5150 	-862.3505   	-9867.1645  	375.348     	3.35488E-4  	-
11000	-10309.9885 	-863.9190   	-9446.0695  	426.512     	3.07808E-4  	1.17 hours/million states
12000	-9935.4390  	-864.1826   	-9071.2564  	399.130     	3.01657E-4  	0.87 hours/million states
13000	-9708.4180  	-865.5415   	-8842.8765  	404.776     	2.8009E-4   	0.77 hours/million states
14000	-9439.3979  	-872.0547   	-8567.3432  	424.536     	2.60647E-4  	0.71 hours/million states
15000	-9379.8473  	-864.2698   	-8515.5775  	393.912     	2.79652E-4  	0.68 hours/million states
16000	-9256.4930  	-858.1263   	-8398.3666  	418.592     	2.71332E-4  	0.66 hours/million states
17000	-9134.0045  	-854.1503   	-8279.8542  	393.196     	2.83263E-4  	0.64 hours/million states
18000	-8981.6485  	-841.2334   	-8140.4151  	393.087     	2.79047E-4  	0.62 hours/million states
19000	-8959.6328  	-838.6499   	-8120.9829  	389.064     	2.97708E-4  	0.61 hours/million states
20000	-8917.5691  	-839.8421   	-8077.7270  	361.191     	2.87958E-4  	0.61 hours/million states
21000	-8895.4017  	-834.1091   	-8061.2926  	383.102     	2.79657E-4  	0.62 hours/million states
22000	-8748.8921  	-829.7934   	-7919.0987  	388.875     	2.75212E-4  	0.62 hours/million states
23000	-8722.7347  	-824.8062   	-7897.9285  	400.809     	2.96362E-4  	0.61 hours/million states
24000	-8728.6718  	-821.1612   	-7907.5106  	413.866     	2.96461E-4  	0.61 hours/million states
25000	-8701.0399  	-817.2617   	-7883.7781  	352.969     	3.14822E-4  	0.6 hours/million states
26000	-8683.1773  	-814.1675   	-7869.0098  	365.867     	3.01111E-4  	0.6 hours/million states
27000	-8683.3275  	-815.1795   	-7868.1480  	349.494     	2.91059E-4  	0.59 hours/million states
28000	-8683.7211  	-814.0613   	-7869.6599  	358.817     	2.9513E-4   	0.59 hours/million states
29000	-8671.2541  	-807.9502   	-7863.3038  	343.981     	3.09274E-4  	0.59 hours/million states
30000	-8679.7647  	-806.8551   	-7872.9096  	384.590     	3.24184E-4  	0.59 hours/million states
31000	-8668.3185  	-806.6413   	-7861.6772  	391.321     	2.96968E-4  	0.6 hours/million states
32000	-8673.4381  	-810.0509   	-7863.3872  	381.873     	3.30873E-4  	0.59 hours/million states
33000	-8662.0595  	-806.0833   	-7855.9762  	363.179     	3.11901E-4  	0.59 hours/million states
34000	-8665.5282  	-800.9732   	-7864.5550  	381.703     	3.19656E-4  	0.59 hours/million states
35000	-8648.4807  	-796.5520   	-7851.9287  	313.455     	3.60156E-4  	0.59 hours/million states
36000	-8636.2280  	-791.8413   	-7844.3866  	348.605     	3.45562E-4  	0.58 hours/million states
37000	-8638.4766  	-788.0969   	-7850.3797  	294.617     	3.61922E-4  	0.58 hours/million states
38000	-8632.2618  	-784.0133   	-7848.2485  	298.420     	3.71769E-4  	0.58 hours/million states
39000	-8616.4088  	-783.2417   	-7833.1672  	307.457     	3.80745E-4  	0.58 hours/million states
40000	-8556.2444  	-770.2351   	-7786.0094  	284.949     	3.96126E-4  	0.58 hours/million states
41000	-8556.1267  	-771.2111   	-7784.9155  	291.506     	3.88138E-4  	0.59 hours/million states
42000	-8540.3836  	-767.6847   	-7772.6989  	349.840     	3.85336E-4  	0.58 hours/million states
43000	-8430.3875  	-761.4447   	-7668.9428  	304.978     	3.96484E-4  	0.58 hours/million states
44000	-8418.7399  	-763.4685   	-7655.2714  	330.306     	3.8831E-4   	0.58 hours/million states
45000	-8387.5704  	-760.5113   	-7627.0591  	293.912     	3.67265E-4  	0.58 hours/million states
46000	-8381.9866  	-753.6247   	-7628.3619  	279.058     	3.96426E-4  	0.58 hours/million states
47000	-8377.0298  	-755.9928   	-7621.0370  	249.849     	4.26607E-4  	0.58 hours/million states
48000	-8380.6334  	-753.0334   	-7627.6000  	278.932     	4.35144E-4  	0.58 hours/million states
49000	-8368.7387  	-753.8828   	-7614.8559  	253.410     	4.25951E-4  	0.58 hours/million states
50000	-8371.5530  	-743.4491   	-7628.1039  	271.200     	4.51653E-4  	0.58 hours/million states
51000	-8368.3650  	-743.5783   	-7624.7867  	281.969     	4.26122E-4  	0.58 hours/million states
52000	-8372.2534  	-739.3293   	-7632.9241  	267.314     	4.39497E-4  	0.58 hours/million states
53000	-8366.2147  	-735.0055   	-7631.2092  	270.886     	4.19901E-4  	0.58 hours/million states
54000	-8345.2863  	-730.0465   	-7615.2398  	256.602     	4.94438E-4  	0.58 hours/million states
55000	-8353.9035  	-730.8857   	-7623.0178  	248.515     	4.8036E-4   	0.58 hours/million states
56000	-8347.5171  	-724.6131   	-7622.9040  	248.408     	5.20424E-4  	0.58 hours/million states
57000	-8349.8694  	-723.4371   	-7626.4323  	239.518     	5.0544E-4   	0.58 hours/million states
58000	-8358.8740  	-729.7222   	-7629.1518  	241.745     	4.91515E-4  	0.57 hours/million states
59000	-8368.7739  	-725.9402   	-7642.8337  	238.192     	4.75612E-4  	0.57 hours/million states
60000	-8367.2301  	-724.4745   	-7642.7556  	250.942     	4.74049E-4  	0.57 hours/million states
61000	-8352.4778  	-718.7242   	-7633.7536  	226.325     	5.5272E-4   	0.58 hours/million states
62000	-8348.1470  	-718.5416   	-7629.6053  	233.285     	5.19816E-4  	0.58 hours/million states
63000	-8347.8079  	-722.9334   	-7624.8744  	255.827     	4.74184E-4  	0.57 hours/million states
64000	-8342.7381  	-722.2752   	-7620.4629  	240.384     	5.11125E-4  	0.57 hours/million states
65000	-8337.4910  	-717.5550   	-7619.9360  	244.404     	5.01698E-4  	0.57 hours/million states
66000	-8340.6415  	-720.9522   	-7619.6894  	241.578     	4.97143E-4  	0.57 hours/million states
67000	-8337.7067  	-709.1914   	-7628.5153  	251.162     	5.33533E-4  	0.57 hours/million states
68000	-8320.9157  	-700.5100   	-7620.4057  	231.366     	5.55341E-4  	0.57 hours/million states
69000	-8307.8117  	-697.9669   	-7609.8448  	227.708     	5.72859E-4  	0.57 hours/million states
70000	-8315.5994  	-699.2151   	-7616.3844  	251.584     	5.20149E-4  	0.57 hours/million states
71000	-8301.4487  	-700.0395   	-7601.4091  	225.197     	5.30864E-4  	0.57 hours/million states
72000	-8302.8346  	-692.5515   	-7610.2831  	221.126     	5.86088E-4  	0.57 hours/million states
73000	-8289.1151  	-688.4044   	-7600.7107  	226.881     	5.82648E-4  	0.57 hours/million states
74000	-8290.9792  	-685.4515   	-7605.5277  	203.312     	6.46343E-4  	0.57 hours/million states
75000	-8293.9601  	-684.5927   	-7609.3673  	186.615     	6.31935E-4  	0.57 hours/million states
76000	-8293.9030  	-691.6950   	-7602.2080  	199.785     	6.0528E-4   	0.57 hours/million states
77000	-8265.4258  	-672.3059   	-7593.1199  	199.319     	6.28814E-4  	0.57 hours/million states
78000	-8256.7085  	-663.9219   	-7592.7867  	205.244     	6.65311E-4  	0.57 hours/million states
79000	-8264.5655  	-666.3358   	-7598.2297  	183.416     	6.71762E-4  	0.57 hours/million states
80000	-8247.9381  	-661.7598   	-7586.1784  	192.244     	6.75181E-4  	0.57 hours/million states
81000	-8242.1888  	-661.4744   	-7580.7143  	186.458     	6.92512E-4  	0.57 hours/million states
82000	-8238.9008  	-650.4306   	-7588.4703  	190.640     	7.17015E-4  	0.57 hours/million states
83000	-8230.5080  	-649.1498   	-7581.3582  	196.336     	7.37026E-4  	0.57 hours/million states
84000	-8224.0213  	-648.6742   	-7575.3471  	173.944     	7.41578E-4  	0.57 hours/million states
85000	-8222.3054  	-641.8905   	-7580.4149  	176.625     	7.86187E-4  	0.57 hours/million states
86000	-8226.4172  	-640.1088   	-7586.3084  	158.464     	8.21591E-4  	0.57 hours/million states
87000	-8244.2608  	-644.9588   	-7599.3020  	174.356     	7.83251E-4  	0.57 hours/million states
88000	-8220.3349  	-631.4713   	-7588.8636  	169.387     	7.8491E-4   	0.57 hours/million states
89000	-8220.3410  	-628.7809   	-7591.5601  	166.599     	8.2622E-4   	0.57 hours/million states
90000	-8228.8070  	-631.1846   	-7597.6224  	168.190     	8.33453E-4  	0.57 hours/million states
91000	-8202.5778  	-615.4120   	-7587.1658  	161.919     	8.88315E-4  	0.57 hours/million states
92000	-8201.3830  	-612.4494   	-7588.9336  	162.948     	9.23561E-4  	0.57 hours/million states
93000	-8188.1917  	-610.9958   	-7577.1959  	169.964     	9.3446E-4   	0.57 hours/million states
94000	-8168.2329  	-601.8669   	-7566.3660  	156.620     	9.83857E-4  	0.57 hours/million states
95000	-8159.0852  	-592.5863   	-7566.4989  	149.509     	1.00885E-3  	0.57 hours/million states
96000	-8162.8040  	-592.9077   	-7569.8963  	137.699     	1.01061E-3  	0.57 hours/million states
97000	-8162.4270  	-584.4460   	-7577.9810  	139.494     	1.09214E-3  	0.57 hours/million states
98000	-8149.4904  	-578.9322   	-7570.5581  	144.014     	1.12258E-3  	0.57 hours/million states
99000	-8155.7348  	-576.3618   	-7579.3729  	135.670     	1.23715E-3  	0.57 hours/million states
100000	-8123.6287  	-562.3299   	-7561.2989  	128.073     	1.13149E-3  	0.57 hours/million states
101000	-8123.9332  	-565.5195   	-7558.4137  	135.552     	1.2762E-3   	0.57 hours/million states
102000	-8114.4309  	-558.0041   	-7556.4268  	124.169     	1.19599E-3  	0.57 hours/million states
103000	-8102.6903  	-559.4259   	-7543.2644  	130.072     	1.27925E-3  	0.57 hours/million states
104000	-8093.7767  	-554.6426   	-7539.1341  	132.259     	1.32278E-3  	0.57 hours/million states
105000	-8088.8537  	-555.8603   	-7532.9934  	133.421     	1.27076E-3  	0.57 hours/million states
106000	-8096.3356  	-553.5094   	-7542.8263  	142.104     	1.18691E-3  	0.57 hours/million states
107000	-8084.4696  	-553.3226   	-7531.1470  	130.751     	1.19678E-3  	0.57 hours/million states
